id,source_company,source_review_id,author,rating,date,verbatim,model_suggested_label,model_confidence,manual_label,label_confidence,issue_type,is_mixed,justification_courte
1744,www.darty.com,14,Philippe,1,ll y a 4 jours,"Bonjour,
J'ai eu affaire à un vendeur pour savoir si il se faisait des embouts d'aspirateur. Je lui donne la marque et me répond qu'il faut allé chez boulanger car c'est leur marque, juste la pas de soucis je comprend bien et lui demande d'allé voir tout de le rayon des pièces détachées. Il me répond ils vous diront comme moi, nous ne vendons plus de pièces détachées depuis 1970, avec une amabilité déconcertante, je suis client chez Darty, ce dernier devrait changé de travail, car avec un accueil des clients comme cela...cela fait fuir.",Négatif,0.94,Négatif,Haute,Accueil magasin,false,Avis négatif: vendeur jugé désagréable et peu aidant.
1745,www.darty.com,15,max,1,ll y a 4 jours,"Livraison annulée à 3 reprises bien que confirmée la veille par mail
Plate-forme de télé opérateur incapable d’expliciter la problématique on doit vous rappeler et personne ne rappelle
Bref y a-t-il un pilote dans l’avion Darty
Et pour faire une réclamation, impossible !",Négatif,0.89,Négatif,Haute,Livraison annulée,false,Avis négatif: livraisons annulées et réclamation impossible.
1746,www.darty.com,16,Abdelhadi,1,ll y a 4 jours,"SAV exécrable - Franchement, je déconseille fortement le SAV de Darty￼ pour les trottinettes électriques.
Leur service après-vente est exécrable : j’ai dû attendre presque deux mois pour récupérer ma trottinette alors que le problème de base était relativement simple. À l’origine, il y avait un souci de garde-boue et le clignotant droit ne fonctionnait plus.

Après une attente interminable, j’ai finalement récupéré la trottinette… mais le clignotant droit ne marchait toujours pas. Donc non seulement les délais sont beaucoup trop longs, mais en plus les réparations sont mal faites. Attendre deux mois pour récupérer un véhicule même pas correctement réparé, c’est totalement inadmissible.

Je suis extrêmement déçu par leur SAV et je ne recommande pas du tout ce service pour la réparation de trottinettes électriques.",Négatif,0.94,Négatif,Haute,SAV,false,Avis négatif: attente longue et réparation jugée mauvaise.
1747,www.darty.com,17,Bonheur,1,ll y a 4 jours,Service client catastrophique A FUIR ! - Service client catastrophique qui refuse de faire déplacer un technicien dont les interlocuteurs ârlent mal le francais et qui laisse leur client sans solution,Négatif,0.89,Négatif,Haute,Service client,false,Avis négatif: service client catastrophique et aucune solution.
1748,www.darty.com,18,oli,1,ll y a 5 jours,"Service après‑vente inexistant.
Expertise réalisée le 31 mars, et depuis : silence total.
Ni Darty, ni l’expert mandaté ne répondent aux relances, alors que le dossier concerne des désordres de pose constatés et reconnus.
Plus de 6 semaines d’attente pour un simple rapport, c’est inadmissible pour une enseigne comme Darty.
Sans réaction rapide, je poursuis via mon assistance juridique.",Négatif,0.9,Négatif,Haute,SAV / expertise,false,Avis négatif: silence après expertise et relances.
1749,www.darty.com,19,Pichon Joel,1,ll y a 6 jours,"Dépannage téléviseur - j'ai acheté un téléviseur Panasonic avec une extension de garantie 5 ans qui m'a été livré le 05/01/2019.
Ayant souscrit le contrat Darty Max Assistance, j'ai fait appel au service de dépannage pour ce téléviseur.
Un technicien s'est déplacé 05/09/2025 pour faire un diagnostic que j'ai du régler.
Ce technicien me dit qu'il s'agit très certainement de la carte d'alimentation au pris de 150€, mais qu'il serait peut être obligé de remplacer les autres cartes électroniques et l'écran. Je me suis vu dans l'obligation de faire appel à un dépanneur plus compétent qui a remplacé les pièces défectueuses,
Aujourd'hui je confirme que mon téléviseur fonctionne parfaitement et que l'ensembles des pièces est encore disponible pour ce modèle,
J'ai fait part de mon problème au service après vente qui devait me rappeler et resté sans retour,
Client Darty de longue date et faisant des achats régulièrement, j'espérais avoir un peu de plus de reconnaissance et plus de sérieux dans le traitement des dossiers Darty Max Assistance que j'ai résilié,",Négatif,0.91,Négatif,Haute,Dépannage / garantie,false,Avis négatif: dépannage inefficace et coûts successifs.
1750,www.darty.com,20,DAVID,1,ll y a 6 jours,"Darty Max : une expérience catastrophique et répétée. Abonnement à éviter. - Ne prenez jamais Darty max.
Je déconseille très fortement .
Dans mon expérience, cet abonnement promet une tranquillité d’esprit qui ne se vérifie absolument pas dans les faits. À chaque demande de réparation, il y a un obstacle : exclusion de garantie, marque non prise en charge, pièce introuvable, impossibilité technique, ou autre motif empêchant toute prise en charge réelle.
J’ai eu plusieurs appareils à faire réparer. Le résultat a toujours été le même : aucune solution concrète, aucune réparation effective, aucune valeur réelle de l’abonnement. Le service donne l’impression d’un dispositif commercial très attractif sur le papier, mais largement inefficace dès qu’il faut réellement intervenir.
À mes yeux, Darty Max s’apparente à une promesse trompeuse : on paie pour une couverture supposée rassurante, mais lorsqu’un problème survient, les limitations et exclusions rendent le service quasiment inutilisable.
Je regrette profondément d’avoir souscrit cet abonnement. Au vu de mes expériences répétées, je recommande aux clients potentiels de bien réfléchir avant de s’engager, de lire toutes les exclusions, et de ne surtout pas se fier aux promesses générales mises en avant lors de la souscription.
Pour ma part, je considère Darty Max comme une très mauvaise expérience client, coûteuse, frustrante, et très éloignée de ce qui est présenté commercialement.",Négatif,0.92,Négatif,Haute,Darty Max,false,Avis négatif: abonnement déconseillé et réparations bloquées.
1751,www.darty.com,21,a plaser,1,ll y a 6 jours,"Attention Marketplace - Avis aux consommateurs ! Acheter sur la Marketplace @Darty, c'est jouer à la roulette russe avec votre argent.
​Mon vendeur a quitté la plateforme ? Darty refuse d'assumer la Garantie Légale de Conformité et m'ampute de 60 € sur mon remboursement ! Leur ""Contrat de Confiance"" s'arrête là où leurs responsabilités commencent. Ne vous faites pas avoir : si le vendeur disparaît, Darty vous abandonne. #Darty #SAV #Arnaque #Consommation »Darty Marketplace : l'art de transformer une garantie légale en ""geste commercial"" au rabais.
​Ils encaissent la commission, mais quand le vendeur s'évapore, c'est le client qui trinque. 60% de retenue illégale sur un produit défectueux ! Leur SAV n'est plus que l'ombre de lui-même. Si vous voulez une vraie garantie, n'achetez pas chez eux.",Négatif,0.95,Négatif,Haute,Marketplace / remboursement,false,Avis négatif: garantie et remboursement contestés.
1752,www.darty.com,22,Stephane Rouveyrol,1,ll y a 7 jours,"Immense déception concernant le service Darty Max.
Après avoir commandé deux téléviseurs ainsi qu’un pied TV, avec une prestation de livraison et d’installation incluse, Darty a décidé — sans aucune information préalable — de fractionner la livraison en plusieurs passages.
La première livraison s’est correctement déroulée avec la mise en service du premier téléviseur. En revanche, la seconde livraison, concernant le deuxième téléviseur et le pied TV, est arrivée avec 48 heures de retard et sans aucune installation ni mise en service, malgré le service pourtant facturé.
Le 15 mai, après 17 minutes d’appel avec le service client (entre 19h40 et 19h57), la personne en charge du dossier m’a expliqué que ma demande de mise en service n’était “pas légitime”.
Je trouve cette gestion particulièrement décevante, tant sur le manque d’information que sur l’absence de considération du service vendu au client.
Je déconseille fortement l’abonnement au service Darty Max au vu de cette expérience.",Négatif,0.93,Négatif,Haute,Livraison / installation,false,Avis négatif: livraison fractionnée et installation non réalisée.
1753,www.darty.com,23,david teruzzi,1,ll y a 7 jours,"FUYEZ Darty et Darty Max - Client Darty Max mon lavelinge est en panne depuis la mi decémbre 25 (et nous sommes mi-mai 26) Entre temps j'ai eu une explication différente de la panne à chaque nouvelle intervention technique! Darty 100% débutants. En plus chez eux aucun interlocuteur n'est décisionnaire. Tout le monde nous dit ""à mon niveau je ne peux pas faire plus..."" Six mois de réparation tentées sans succès !",Négatif,0.92,Négatif,Haute,SAV / réparation,false,Avis négatif: lave-linge en panne depuis plusieurs mois.
1754,www.darty.com,28,Raymond P.,2,Actualisé il y a 7 heures,"Lamentable - Bonjour.
Panne du frigo américain Haeir.
Affichage aléatoire des températures, mais tout fonctionnait a 70%, suite à l'intervention du technicien, odeur de court circuit, PLUS RIEN NE FONCTIONNE, des explications du technicien n'importe quoi sur la panne, prendre le client pour un idiot, prix de ""l'intervention SABOTEE"" 85€. Darty des techniciens nuls et incapables, Il fonctionnait à peu près, congélateur OK -18C Ventilation Congélateur OK .
Frigo température aléatoire +04 a +18° C sans ventilation. Il a démonté la partie congélateur ????
Tout a été remis en place, rebranché mais un bruit bizarre à l'arrière et PLUS RIEN NE FONCTIONNE !
Il n'as pas cherché à comprendre mais à présenté la facture 85€ IMPEC ! Donc la Pub de Darty pour le SAV est plus ou moins mensongère qu'ils emploi des techniciens capables, UN DESASTRE.
Obligé de commander un nouveau Frigo américain. MERCI le nul du SAV DARTY.",Négatif,0.88,Négatif,Haute,SAV / réparation,false,Avis négatif: intervention jugée catastrophique.
1755,www.darty.com,29,Isabelle,2,Il y a 17 heures,"Très déçue. Je n’y retournerais pas. - Cliente avec ma maman depuis plusieurs années. Bon client d’ailleurs, je viens acheter une cafetière , urgemment vu que la mienne m’a lâché. Je demande à un vendeur celle que je souhaite. Il me dit je n’en ai pas actuellement je vous la commande ou je peux vous vendre celle en expo. Je lui explique que j’en ai besoin urgemment, vu que c’est celle d’expo je demande un petit geste. on me répond non au pire vous attendez 2 jours pour la recevoir au magasin. Il me dirige vers un autre vendeur pour le ticket de caisse avant l’encaissement. Je réitère ma demande. On me répond non il doit déjà avoir une promotion car ça fini par « 5 » (95€95) 😒😒. Alors me voilà à payer la somme neuf alors que c’était l’expo. Très déçue vraiment. Je n’y retournerai plus. Il m’aurais baissé que de 5€ c’était un geste je ne demandais pas grand chose. 😡😡",Négatif,0.96,Négatif,Haute,Expérience magasin,false,Avis négatif: geste commercial refusé et forte déception.
1756,www.darty.com,30,garcia,2,ll y a 5 jours,"Délai de livraison - Bonjour,
Cela fait 15 jrs que j’ai commandé un article, et ça fait 15 jrs qu’il y’a écrit sur le suivi de commande : en préparation.
Je ne comprends pas comment on peut mettre autant de temps pour faire un colis et l’envoyer. Et donc… toujours pas livré 😬",Négatif,0.92,Négatif,Haute,Délai de livraison,false,Avis négatif: commande en préparation depuis 15 jours.
1757,www.darty.com,31,Sophie ZIEGLER,2,14 mai 2026,"Cela fait 1 an et demi que j'ai acheté une machine à laver INDESIT chez DARTY et j'ai dejà eu trois fuites d'eau et a chaque fois les techniciens qui viennent me disent que ce n'est rien juste un boulon à resserer. si c'était le cas, je n aurai pas de grosses fuites d eau tous les 4 mois avec le même appareil et qui fuit toujours au même endroit. En plus, cela fait de gros dégats dans mon sous sol. J'attends le retour du responsable SAV qui doit me dire si ils sont d'accord de changer ma machine a laver qui est TOUJOURS SOUS GARANTIE.",Négatif,0.92,Négatif,Haute,Produit défectueux / SAV,false,Avis négatif: pannes répétées et dégâts.
1758,www.darty.com,32,Florence,2,7 mai 2026,"Service client Darty ? Que du blabla - Je suis cliente de cette enseigne depuis près de 50 ans et, suite à un incident récent avec un employé du SAV qui s'est montré insultant et humiliant à mon égard et qui, de plus, a refusé de prendre en charge mon matériel (alors que j'étais abonnée Darty Max), j'ai signalé l'incident qui m'a quand même un peu traumatisée au service client par téléphone qui m'a assuré qu'il me rencontacterait. Aucune suite ! J'ai donc envoyé un courrier au SAV Darty de Limonest où j'explicais le problème il y a maintenant près d'un mois : aucune réaction, aucune réponse. Attitude aussi humiliante que celle de leur employé. Je comprends pourquoi quand on sait que l'exemple vient d'en haut. Bref, Darty et son soi-disant service client haut de gamme, que du blabla. Ils n'en ont absolument rien à faire de leurs clients. En ça, ils ressemblent maintenant à 99% des distributeurs avec un service téléphonique à l'étranger, des agents qui parlent un français parfois incompréhensible et un jenfoutisme royal. Du coup, j'ai résilié mon abonnement Darty Max. Ca ne va pas les ruiner mais c'est juste un geste de réaction que je peux avoir face à leur attitude.",Négatif,0.94,Négatif,Haute,SAV / service client,false,Avis négatif: employé insultant et suivi insuffisant.
1759,www.darty.com,33,MICHEL BILLARD,2,7 mai 2026,"Enorme déception - Je souhaite acheter un téléphone fixe sans fil avec répondeur.
Sur le site ""darty"" mon choix s'est porté sur un alcatel style vintage en blanc OU noir.
Je me suis rendu au magasin Belle Epine, le téléphone que j'ai choisi était bien dans sa boite en BLANC et en NOIR, j'ai demandé à un vendeur de voir l'appareil, la réponse a été .
""NON, on a pas le droit d'ouvrir les boites"", finalement vous achetez un produit en magasin sans pouvoir le voir................. GAG

Question à la direction DARTY
A quoi cela sert d'avoir un stock et ne pas présenter le produit aux clients. ???
Il ne faut pas être surpris de voir ces magasins en baisse de chiffre d'affaire et finalement mettre la clé sous le paillasson.
Dans mon cas, j'ai rendu la boite au vendeur et suis parti du magasin. 49,99€ de perdu.",Négatif,0.92,Négatif,Haute,Expérience magasin,false,Avis négatif: impossibilité de voir le produit et déception.
1760,www.darty.com,34,thierry,2,4 mai 2026,"un peu decu des conditions, si vous n etes pas la pour la livraison il vous facture 30 euro, super, je ne suis pas riche en fait, ca leur coute meme pas 5 euro d essence la livraison ,",Négatif,0.86,Négatif,Moyenne,Frais de livraison,false,Avis négatif: frais de livraison jugés abusifs.
1761,www.darty.com,35,Mel IRL,2,2 mai 2026,"Ninja Sizzle Grill reconditionné hors d'usage - Commande d’un Ninja Sizzle Grill reconditionné à bon prix chez Darty. Malheureusement, grosse déception à la réception : produit inutilisable, il manque une tige métallique sur la prise. Difficile de croire à un vrai contrôle avant revente…
En plus, aucune indication avant achat que ça venait du marketplace, et le vendeur est très mal noté.
Point positif : retour assez simple et remboursement rapide, c’est pour ça que je mets 2 ☆ et pas 0.
Première et dernière commande chez Darty, reconditionné ou non.",Négatif,0.9,Négatif,Haute,Produit reconditionné / marketplace,true,Avis négatif malgré retour possible: produit inutilisable et marketplace mal signalée.
1762,www.darty.com,36,yves dreyfus,2,24 avr. 2026,"Les têtes pensantes sont nulles - 2 grâce à la compétence et la compréhension des gens de terrain
Pour le reste nul
Le seul souci des sav téléphonique est que on donne un avis positif à notre entretien
Ce n'est pas de leur faute,les gens du haut qui on fait le déroulement de la conversation devrait se poser des questions,nos interlocuteurs sont totalement incompétent et récite ce que on leur a appris
Mettre du bicarbonate et du vinaigre blanc est une hérésie et ne peut en aucun cas réparé un lave linge ou vaisselle.
Darty vos techniciens de terrain vous sauvent mais vous ne les méritez pas",Négatif,0.92,Négatif,Moyenne,SAV téléphonique,true,Avis globalement négatif malgré personnes de terrain appréciées.
1763,www.darty.com,37,Cs,2,24 avr. 2026,"j'ai été très satisfaite de leurs services et de leur équipe pendant des années
cependant, le service n est plus le même depuis quelques temps et la qualité a beaucoup baissé
le gérant de la boutique où je me rends est très désagréable et pas commerçant du tout
je paie un abonnement darty max, mais ne suis pas couverte la plupart du temps!
assez décevant en général",Négatif,0.86,Négatif,Haute,Qualité de service,true,Avis négatif: service en baisse malgré satisfaction passée.
1764,www.darty.com,38,MLEL,2,21 avr. 2026,"Darty bons pour vendre mais attention au SAV ! - Au vue des commentaires concernant l'enseigne Darty et ceux de sont SAV, je constate qu'ils sont à priori bons pour vendre, mais quand il s'agit d'assurer un service client de qualité il n'y à plus personne !
Les clients sont uniquement un portefeuille, qu'ils soient ensuite satisfaits ou non de leurs achats, on s'en moque et plus aucune considération pour eux ? Bravo Darty !!!",Négatif,0.88,Négatif,Haute,SAV,false,Avis négatif: bon pour vendre mais SAV critiqué.
1765,www.darty.com,39,Colette Bouchage,2,17 avr. 2026,"Prix élevé par rapport à installation. - Vu le prix que l'on paye pour l'installation : 139€ pour réfrigérateur, la moindre des choses c'est de nettoyer un peu le hall d'entrée avant de partir. Il est stipuler dans le détail du prix.",Négatif,0.85,Négatif,Moyenne,Installation / prix,false,Avis négatif: installation jugée chère et incomplète.
1766,www.darty.com,40,D D,2,15 avr. 2026,"Darty modifie unilatéralement la date de livraison... la veille. J'avais pris mes dispositions, mais impossible de contacter Darty, c'est le chatbot qui répond, d'ailleurs à côté de la question... J'en conclus que le service au client n'est plus inclus dans la chartre darty et que l'enseigne ne se démarque pas des enseignes en ligne de discount ou GAFA. Autant dans ce cas aller au moins cher. C'est ce que je vais faire à l'avenir.",Négatif,0.91,Négatif,Haute,Livraison / service client,false,Avis négatif: date changée et contact impossible.
1767,www.darty.com,41,Emmanuel Lafont,2,14 avr. 2026,La couleur du téléphone est pas la même que celle de la photo honor x8a arrive couleur bleu très foncé voir noir,Négatif,0.93,Négatif,Haute,Produit non conforme,false,Avis négatif: couleur différente de la photo.
1768,www.darty.com,42,Jacques POLYCARPE,2,Actualisé le 17 avr. 2026,"Installation ubuesque - Après la livraison et l'installation d'un four encastrable, je reçois un bon de livraison indiquant:
""Non mis en service/ installation électrique non conforme,défaut de fixation prise au mur et branchement non effectué""

Or:
- l''installation électrique vient d'être refaite par un professionnel agréé.
- le cache de la prise a été cassé par "" le technicien ""Darty, ainsi qu'un cube de liaison
- après avoir fait signer le bon de livraison, le "" technicien"" a enfin réussi à effectuer le branchement en ayant enfin trouvé un cube de remplacement !

Bref le technicien Darty a effectivement branché le four en contradiction totale avec les infos reçues sur le bon de livraison reçu par mail.

Est ce une pratique courante d'indiquer de fausses infos ? Pour masquer une installation bâclée ?

Ayant une machine à laver à acheter ,je pense que je ne me risquerai pas une nouvelle fois à faire appel à Darty.

Expérience consternante.

En complément,un aspirateur qui devait m'être livré le 11 avant 18h en point relais ne l'a toujours pas été. Et depuis une semaine,aucune info transmise .Sur le compte client, aucune info non plus...",Négatif,0.94,Négatif,Haute,Installation,false,Avis négatif: installation et compte-rendu contestés.
1769,www.darty.com,43,Eléna Vilensy,2,10 avr. 2026,"Je déconseille la reprise des appareils - Suite à l’achat d’un ordinateur portable, j’ai opté pour leur option de reprise de mon ancien laptop avec Darty reprise seconde vie Greendid. Mon pc s’est avéré être dans un état différent que ce que j’avais affirmé je m’attendais donc à une contre-offre. Celle ci a été faite je l’ai acceptée, j’ai suivi la procédure de création de compte sur Mangopay, confirmé mon IBAN et depuis… rien. Cela fait plus de 20 jours, j’ai relancé par mail pour avoir une réponse écrite rapidement qui me disait s’excuser pour le délai inhabituel et faisait au plus vite. 1 semaine plus tard toujours rien et plus aucune réponse aux mails demandant le renvoi de mon ordinateur puisque je ne suis pas payée. J’attends encore un peu et vais tenter d’appeler le service client Darty mais sinon je saisirai le service de médiation et signalerai sur la DGCCRS.",Négatif,0.93,Négatif,Haute,Reprise / remboursement,false,Avis négatif: reprise d’appareil et paiement bloqués.
1770,www.darty.com,44,Alain GALLARDO,2,Actualisé le 30 mars 2026,"Mini four / Four posable Roller Grill TQ 380 I TURBO COOKING à 449.99€.
Commande
N°1504708322 / 9910402920053 du 21/02/2026
------------------------------------------------------------
Très satisfait des 2 livreurs ainsi que du Mini Four qui est super! J'aurai mis cinq étoiles mais.... Il n'y avait pas le livre de recettes dans le colis ? Pourtant, celui-ci est affiché dans les éléments inclus ??? voir texte affiché:
-------------------------------------------------
""Fournis :
L’appareil est fournis avec un plat lèchefrites émaillé, une broche, deux grilles et un livre de recettes réalisées par un Chef cuisiner.""
-------------------------------------------------
Réponse de Darty le Lundi 30/03/26
""Suite à votre demande, nous vous informons que vous pouvez retrouver plusieurs recettes directement dans la notice du produit, à partir de la page 18.""
(si je comprend bien, je peux m'assoir dessus !!!).J'ai donc reçu une réponse par email et SMS avec IMPOSSIBILITE de leur répondre !! Merci Darty pour votre offre trompeuse! Malheureusement, cela ne m'étonne pas de leur part car il y a quelques temps mon épouse et moi faisions un tour chez Darty ""Nice"" sans idée particulière et nous nous sommes fait accostés de façon très soutenu par un vendeur qui a réussi à nous vendre un produit... qui est tombé en panne 15 jours après. Je leur ai téléphoné et il ne se sont pas du tout intéressé à mon problème en me répondant de nous adresser au fournisseur car en gros, ce n'était pas leur problème!!! Franchement, je n'apprécie pas du tout cette façon dont le client est traité. Je suis conscient que ce qui intéresse Darty c'est de ""VENDRE"" mais en suite, on ne connait plus les clients. Je ne sais pas si j'achèterai encore chez eux? Je suis pour acheter Français mais les étrangers font mieux que Darty pour leur clients. Continuez ainsi et, ne venez pas pleurer lors de votre fermeture!",Négatif,0.94,Neutre,Moyenne,Produit incomplet,true,"Avis très mitigé: produit et livreurs appréciés, mais élément inclus manquant."
1771,www.darty.com,45,Sylvie A.,2,26 mars 2026,"Achat effectué en ligne. Pas livrée par Darty. Installation rapide, SAUF QUE il s'avère qu'il y ait une fuite d'arrivée d'eau. Pour appeler le service après vente, il faut téléphoner au prix de 40 centimes la minute. Un expert doit passer. Franchement à fuir",Négatif,0.89,Négatif,Haute,Livraison / SAV,false,Avis négatif: fuite après installation et SAV payant.
1772,www.darty.com,46,Mat Sandorf,2,25 mars 2026,Refus de rectification d'une facture - Téléphone acheté en ligne avec une adresse de facturation erronée. Refusent d'établir une rectification à la facture comportant une erreur dans l'adresse de facturation alors que c'est une obligation légale.,Négatif,0.88,Négatif,Haute,Facturation,false,Avis négatif: refus de rectification de facture.
